Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),Lesson,
старший,818,older,A,A1,"Golosa, MiP, МН",2,старшая,Nom.Fem.Sing,У Алёны есть старшая сестра.,Alyona has an older sister.,_,"люди, описание, мера",15,
старший,819,older,A,A1,"Golosa, MiP, МН",3,старший,Nom.Masc.Sing,Мой старший брат раньше прогуливал школу.,My older brother used to play hookey from school.,_,"люди, описание, мера",15,
аудитория,820,audience,N.Fem.Inan,A1,"Golosa, MiP, МН, Поехали",1,аудитории,Gen.Sing,Лекция была слишком сложной для этой аудитории.,The lecture was too complicated for this audience.,_,"люди, общение",5,
аудитория,821,audience,N.Fem.Inan,A1,"Golosa, MiP, МН, Поехали",2,аудиторию,Acc.Sing,Маркетологи анализируют целевую аудиторию продукта.,Marketing specialists analyze the target audience for the product.,_,"люди, общение",5,
аудитория,822,audience,N.Fem.Inan,A1,"Golosa, MiP, МН, Поехали",3,аудитория,Nom.Sing,Аудитория аплодировала артисту.,The audience applauded the singer.,_,"люди, общение",5,
народный,823,folk,A,A1,МН,1,народной,Gen.Fem.Sing,Все знают слова этой народной песни.,Everybody know the words of this folk song.,_,"люди, общение",23,
народный,824,folk,A,A1,МН,2,народного,Gen.Neut.Sing,Четвёртое ноября в России – День народного единства.,The fourth of November in Russia is National Unity Day,_,"люди, общение",23,
народный,825,folk,A,A1,МН,3,народных,Gen.Plur,Волк – типичный герой русских народных сказок.,The wolf is a common character in Russian folk tales.,_,"люди, общение",23,
журналист,826,journalist,N.Masc.Anim,A1,"Golosa, MiP, МН",1,журналистов,Gen.Plur,В редакции работает двадцать журналистов.,Twenty journalists work in the editorial office.,_,"люди, учёба/работа",33,
журналист,827,journalist,N.Masc.Anim,A1,"Golosa, MiP, МН",2,журналисты,Nom.Plur,Журналисты опубликовали скандальный материал.,The journalists published shocking material.,_,"люди, учёба/работа",33,
журналист,828,journalist,N.Masc.Anim,A1,"Golosa, MiP, МН",3,журналистам,Dat.Plur,Президент дал интервью журналистам.,The president gave an interview for the journalists.,_,"люди, учёба/работа",33,
мясо,829,meat,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",1,мяса,Gen.Sing,"Положи мне кусок мяса, пожалуйста.","Give me a piece of meat, please.",_,еда,8,
мясо,830,meat,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",2,мясо,Acc.Sing,Я приготовлю мясо на обед.,I'll cook meat for dinner.,_,еда,8,
мясо,831,meat,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",3,мясом,Ins.Sing,Я люблю пирожки с мясом.,I love meat pies.,_,еда,8,
яблоко,832,apple,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",1,яблоко,Nom.Sing,Это яблоко очень вкусное.,This apple is very tasty.,_,еда,23,
яблоко,833,apple,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",2,яблока,Gen.Sing,Миша сорвал с дерева три красных яблока.,Misha picked three red apples from the tree.,_,еда,23,
яблоко,834,apple,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",3,яблоком,Ins.Sing,Петя купил пирожок с яблоком.,Petya bought an apple pie.,_,еда,23,
артист,835,singer,N.Masc.Anim,A1,"MiP, МН, Поехали",1,артист,Nom.Sing,Артист выступил великолепно.,The singer gave a great performance.,_,"свободное время, учёба/работа",26,
артист,836,singer,N.Masc.Anim,A1,"MiP, МН, Поехали",2,артисты,Nom.Plur,Артисты вышли на сцену.,The singers came on stage.,_,"свободное время, учёба/работа",26,
артист,837,singer,N.Masc.Anim,A1,"MiP, МН, Поехали",3,артиста,Gen.Sing,Во время выступления у артиста сломался микрофон.,The singer's microphone broke during the performance.,_,"свободное время, учёба/работа",26,
больной,838,sick,N.Masc.Anim,A1,"MiP, МН",1,больных,Gen.Plur,Зимой и осенью в поликлинике больше больных.,There are more sick people in the hospital in winter and autumn.,_,внутренний мир,28,
больной,839,sick,A,A1,"MiP, МН",2,больно,Adverb,Ай! Мне больно!,Ouch! It hurts!,_,внутренний мир,28,
больной,840,sick,A,A1,"MiP, МН",3,больной,Nom.Masc.Sing,Вчера мне вылечили больной зуб.,Yesterday I got a toothache taken care of.,_,внутренний мир,28,
снег,841,snow,N.Masc.Inan,A1,"MiP, LM, МН",1,снег,Nom.Sing,На улице идёт снег.,It’s snowing outside.,_,погода,13,
снег,842,snow,N.Masc.Inan,A1,"MiP, LM, МН",2,снега,Gen.Sing,"Уже середина декабря, а на улице ещё нет снега.",It's the middle of December already and still no snow outside.,_,погода,13,
снег,843,snow,N.Masc.Inan,A1,"MiP, LM, МН",3,снегу,Loc.Sing,Ты весь в снегу!,You're covered with snow!,_,погода,13,
июль,844,July,N.Masc.Inan,A1,"MiP, LM, МН",1,июля,Gen.Sing,Я живу отдельно от родителей с июля.,I’ve been living separate from my parents since July.,_,время,30,
июль,845,July,N.Masc.Inan,A1,"MiP, LM, МН",2,июле,Loc.Sing,В июле я поеду в отпуск.,I'll go on vacation in July.,_,время,30,
июль,846,July,N.Masc.Inan,A1,"MiP, LM, МН",3,июль,Nom.Sing,Июль – самый жаркий месяц.,July is the hottest month.,_,время,30,
дорогой,847,expensive,A,A1,"Golosa, MiP, LM, МН",1,дорогой,Nom.Masc.Sing,Этот телефон очень дорогой.,This phone is very expensive.,_,описание,17,
дорогой,848,expensive,A,A1,"Golosa, MiP, LM, МН",2,дорогая,Nom.Fem.Sing,Эта машина слишком дорогая для нас.,This car is too expensive for us.,_,описание,17,
дорогой,849,expensive,A,A1,"Golosa, MiP, LM, МН",3,дорогие,Nom.Plur,Золотыe украшения очень дорогие.,Gold jewelry is vey expensive.,_,описание,17,
кабинет,850,office,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,кабинет,Acc.Sing,Иван Иванович вошёл в свой кабинет.,Ivan Ivanovich went into his office.,_,учёба/работа,28,
кабинет,851,office,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,кабинете,Loc.Sing,В кабинете врача было очень светло.,There was a lot of light in the doctor's office.,_,учёба/работа,28,
кабинет,852,office,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,кабинета,Gen.Sing,У кабинета директора стояли ученики.,The students stood outside the director's office.,_,учёба/работа,28,
единица,853,unit,N.Fem.Inan,A1,"Golosa, MiP, МН",1,единица,Nom.Sing,Метр – единица измерения длины.,The meter is a unit of length.,_,мера,,
единица,854,unit,N.Fem.Inan,A1,"Golosa, MiP, МН",2,единиц,Gen.Plur,В физике используют международную систему единиц.,The International System of Units is used in physics.,_,мера,,
единица,855,unit,N.Fem.Inan,A1,"Golosa, MiP, МН",3,единицы,Nom.Plur,"Метр, килограмм, секунда – это единицы измерения.","The meter, kilogram, and second are units of measurement.",_,мера,,
молоко,856,milk,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",1,молока,Gen.Sing,Вчера я купил пакет молока в магазине.,I bought a carton of milk yesterday.,_,еда,8,
молоко,857,milk,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",2,молоко,Acc.Sing,Катя вообще не пьёт молоко.,Katya doesn't drink milk at all.,_,еда,8,
молоко,858,milk,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",3,молоком,Ins.Sing,Я люблю чай с молоком.,I love tea with milk.,_,еда,8,
преподаватель,859,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",1,преподаватель,Nom.Sing,Наш преподаватель всегда задаёт интересные вопросы.,Our teacher always asks interesting questions.,_,"люди, учёба/работа",22,
преподаватель,860,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",2,преподавателя,Gen.Sing,Петя работает в университете ассистентом преподавателя.,Petya works as a teaching assistant at the university.,_,"люди, учёба/работа",22,
преподаватель,861,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",3,преподаватели,Nom.Plur,На этой неделе наши преподаватели организовали научную конференцию.,Our teachers have organized a scientific conference this week.,_,"люди, учёба/работа",22,
пальто,862,coat,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",1,пальто,Acc.Sing,Недавно я купил новое зимнее пальто.,I bought a new winter coat recently.,_,одежда,27,
пальто,863,coat,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Кс",2,польты,Nom.Plur,,,_,_,27,
стул,864,chair,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,стула,Gen.Sing,Петя упал со стула.,Petya fell off his chair.,_,жильё,2,
стул,865,chair,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стул,Acc.Sing,"Подвинь стул, пожалуйста.","Move the chair, please.",_,жильё,2,
стул,866,chair,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стулья,Acc.Plur,Мы купили крепкие деревянные стулья.,We bought sturdy wooden chairs.,_,жильё,2,
июнь,867,June,N.Masc.Inan,A1,"MiP, LM, МН",1,июня,Gen.Sing,У Маши день рождения пятого июня.,Masha's birthday is on the 5th of June.,_,время,30,
июнь,868,June,N.Masc.Inan,A1,"MiP, LM, МН",2,июне,Loc.Sing,Обожаю погоду в июне!,I really love the weather in June!,_,время,30,
ручка,869,pen,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,ручку,Acc.Sing,"Дай мне ручку, пожалуйста.","Give me a pen, please.",_,учёба/работа,10,
ручка,870,pen,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,ручки,Gen.Sing,У меня нет с собой ручки.,I don't have a pen on me.,_,учёба/работа,10,
ручка,871,pen,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,ручкой,Ins.Sing,Я люблю писать гелевой ручкой.,I love writing with a gel pen.,_,учёба/работа,10,
костюм,872,suit,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",1,костюме,Loc.Sing,Я пойду на свадьбу в костюме.,I'll go to the wedding in a suit.,_,одежда,23,
костюм,873,suit,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",2,костюм,Nom.Sing,Этот костюм тебе идёт.,This suit looks good on you.,_,одежда,23,
костюм,874,suit,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",3,костюмы,Nom.Plur,Эти карнавальные костюмы очень красивые.,These carnival costumes are very beautiful.,_,одежда,23,
подруга,875,girlfriend,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,подруга,Nom.Sing,Моя подруга недавно закончила университет.,My friend recently finished a degree at the university.,_,"люди, общение",4,
подруга,876,girlfriend,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,подруги,Nom.Plur,У меня две лучшие подруги.,I have two best friends.,_,"люди, общение",4,
подруга,877,girlfriend,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,подругу,Acc.Sing,Вчера я видел твою подругу в магазине.,Yesterday I saw your friend at the store.,_,"люди, общение",4,
лекция,878,lecture,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,лекции,Loc.Sing,Ты вчера был на лекции по экономике?,Did you attend the economics lecture yesterday?,_,учёба/работа,22,
лекция,879,lecture,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,лекция,Nom.Sing,Лекция скучная.,The lecture is boring.,_,учёба/работа,22,
лекция,880,lecture,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,лекцию,Acc.Sing,Сегодня Миша опоздал на лекцию.,Misha was late for the lecture today.,_,учёба/работа,22,
август,881,August,N.Masc.Inan,A1,"MiP, МН, Поехали",1,августа,Gen.Sing,У моей бабушки день рождения пятого августа.,My grandmother's birthday is on the 5th of August.,_,время,30,
август,882,August,N.Masc.Inan,A1,"MiP, МН, Поехали",2,августе,Loc.Sing,В августе уже начинает холодать.,It starts getting colder in August.,_,время,30,
август,883,August,N.Masc.Inan,A1,"MiP, МН, Поехали",3,август,Nom.Sing,Август – мой любимый месяц.,August is my favorite month.,_,время,30,
словарь,884,dictionary,N.Masc.Inan,A1,"Golosa, MiP, МН",1,словарь,Nom.Sing,Где мой словарь?,Where is my dictionary?,_,учёба/работа,3,Maybe something easier like: Где мой соварь?
словарь,885,dictionary,N.Masc.Inan,A1,"Golosa, MiP, МН",2,словаря,Gen.Sing,Я могу читать книги на английском языке без словаря.,I can read books in English without a dictionary.,_,учёба/работа,3,
словарь,886,dictionary,N.Masc.Inan,A1,"Golosa, MiP, МН",3,словаре,Loc.Sing,Посмотри значение этого слова в словаре.,Look up the meaning of this word in the dictionary.,_,учёба/работа,3,
любимый,887,favorite,A,A1,"LM, МН",1,любимый,Nom.Masc.Sing,Мой любимый цвет – красный.,Red is my favourite color.,_,описание,10,
любимый,888,favorite,A,A1,"LM, МН",2,любимая,Nom.Fem.Sing,Завтра в Москве выступит моя любимая группа.,My favorite band will perform in Moscow tomorrow.,_,описание,10,
любимый,889,favorite,A,A1,"LM, МН",3,любимой,Gen.Fem.Sing,У меня нет любимой книги.,I don't have a favorite book.,_,описание,10,
холодный,890,cold,A,A1,"MiP, LM, МН",1,холодно,Adverb,В ноябре на улице очень сыро и холодно.,It's very damp and cold outside in November.,_,описание,13,
холодный,891,cold,A,A1,"MiP, LM, МН",2,холодный,Nom.Masc.Sing,Я ненавижу холодный ветер.,I hate cold wind.,_,описание,13,
холодный,892,cold,A,A1,"MiP, LM, МН",3,холодную,Acc.Fem.Sing,"Кажется, у нас отключили холодную воду.",It seems that our cold water has been turned off.,_,описание,13,
вино,893,wine,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,вина,Gen.Sing,"Налей мне красного вина, пожалуйста.","Fill my glass with red wine, please.",_,еда,8,
вино,894,wine,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,вино,Acc.Sing,Маша не любит белое вино.,Masha doesn't like white wine.,_,еда,8,
вино,895,wine,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,вином,Ins.Sing,Я схожу в магазин за вином.,I'll go to the store to get some wine.,_,еда,8,
женский,896,women’s,A,A1,"Golosa, MiP, МН",1,женский,Nom.Masc.Sing,Где здесь женский туалет?,Where is the ladies' room here?,_,"люди, описание",17,
женский,897,women’s,A,A1,"Golosa, MiP, МН",2,женской,Gen.Fem.Sing,Недавно Маша открыла свой магазин женской обуви.,Masha has recently opened her own women’s shoe store.,_,"люди, описание",17,
женский,898,women’s,A,A1,"Golosa, MiP, МН",3,женская,Nom.Fem.Sing,В этом магазине продаётся очень качественная женская одежда.,They sell a lot of high-quality women’s clothing in this store.,_,"люди, описание",17,
платье,899,dress,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",1,платье,Acc.Sing,Я испачкала своё любимое платье.,I stained my favorite dress.,_,одежда,27,
платье,900,dress,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",2,платья,Gen.Sing,У меня пока нет платья на выпускной.,I don't have a dress for the graduation ceremony yet.,_,одежда,27,
платье,901,dress,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",3,платьем,Ins.Sing,Это пальто хорошо сочетается с платьем.,This coat goes well with the dress.,_,одежда,27,
поездка,902,trip,N.Fem.Inan,A1,"Golosa, MiP, МН",1,поездку,Acc.Sing,Ты берёшь в поездку слишком много вещей.,You are taking too much stuff on the trip.,_,путешествие,21,
поездка,903,trip,N.Fem.Inan,A1,"Golosa, MiP, МН",2,поездок,Gen.Plur,Я не могу жить без поездок за рубеж.,I can't live without traveling abroad.,_,путешествие,21,
поездка,904,trip,N.Fem.Inan,A1,"Golosa, MiP, МН",3,поездки,Gen.Sing,Мне нужно оформить визу для поездки в Европу.,I need to get a visa to travel to Europe.,_,путешествие,21,
станция,905,station,N.Fem.Inan,A1,"MiP, LM, МН",1,станции,Gen.Sing,Поезд едет до конечной станции.,This train goes to the end station.,_,путешествие,23,
станция,906,station,N.Fem.Inan,A1,"MiP, LM, МН",2,станция,Nom.Sing,Эта станция метро очень красивая.,This metro station is very beautiful.,_,путешествие,23,
станция,907,station,N.Fem.Inan,A1,"MiP, LM, МН",3,станцию,Acc.Sing,Я приехал на станцию за полчаса до отправления поезда.,I arrived at the station half an hour before the train’s departure.,_,путешествие,23,
мебель,908,furniture,N.Fem.Inan,A1,"Golosa, MiP, МН",1,мебель,Nom.Sing,У бабушки дома очень красивая мебель.,My grandmother has very beautiful furniture in her home.,_,жильё,5,
мебель,909,furniture,N.Fem.Inan,A1,"Golosa, MiP, МН",2,мебели,Gen.Sing,"Мне не нравится, когда в доме много мебели.",I don't it like when there's too much furniture in a house.,_,жильё,5,
мебель,910,furniture,N.Fem.Inan,A1,"Golosa, MiP, МН",3,мебелью,Ins.Sing,Я купил квартиру уже с мебелью.,I bought a furnished apartment.,_,жильё,5,
кресло,911,armchair,N.Neut.Inan,A1,"Golosa, MiP, МН",1,кресло,Acc.Sing,Я передвинул кресло ближе к окну.,I moved the armchair closer to the window.,_,жильё,5,
кресло,912,armchair,N.Neut.Inan,A1,"Golosa, MiP, МН",2,кресле,Loc.Sing,Дедушка любит сидеть в кресле и читать книги.,My grandfather loves to sit in his armchair and read books.,_,жильё,5,
кресло,913,armchair,N.Neut.Inan,A1,"Golosa, MiP, МН",3,кресла,Gen.Sing,Моя кошка всегда спит у кресла.,My cat always sleeps next to the armchair.,_,жильё,5,
суббота,914,Saturday,N.Fem.Inan,A1,"Golosa, MiP, LM, МН, Кс",1,субботу,Acc.Sing,Мы идём в кино в субботу.,We are going to the cinema on Saturday.,_,время,6,
суббота,915,Saturday,N.Fem.Inan,A1,"Golosa, MiP, LM, МН, Кс",2,суббота,Nom.Sing,У меня суббота свободна.,I'm free on Saturday.,_,время,6,
суббота,916,Saturday,N.Fem.Inan,A1,"Golosa, MiP, LM, МН, Кс",3,субботы,Gen.Sing,Я уезжаю на дачу до субботы.,I'll be at my summerhouse until Saturday.,_,время,6,
еда,917,food,N.Fem.Inan,A1,"MiP, LM, МН",1,еды,Gen.Sing,Вася уже сходил в магазин и купил еды.,Vasya already went to the store and bought food.,_,еда,8,
еда,918,food,N.Fem.Inan,A1,"MiP, LM, МН",2,еду,Acc.Sing,Я не люблю ходить в кафе и всегда сама готовлю еду.,"I don't like to eat in a café, so I cook for myself.",_,еда,8,
еда,919,food,N.Fem.Inan,A1,"MiP, LM, МН",3,еда,Nom.Sing,"Холодильник сломался, и вся еда испортилась.",The refrigerator broke down and all the food went bad.,_,еда,8,
английский,920,English,A,A1,"Golosa, MiP, LM, МН, Поехали",1,английском,Loc.Masc.Sing,Петя любит смотреть сериалы на английском.,Petya loves to watch TV series in English.,_,описание,7,
английский,921,English,A,A1,"Golosa, MiP, LM, МН, Поехали",2,английский,Nom.Masc.Sing,Английский чай очень вкусный.,English tea is very tasty.,_,описание,7,
английский,922,English,A,A1,"Golosa, MiP, LM, МН, Поехали",3,английского,Gen.Masc.Sing,"Дима не знает английского языка, но хочет его выучить.",Dima doesn't know English but he wants to learn it.,_,описание,7,
свободный,923,free,A,A1,"MiP, LM, МН",1,свободных,Gen.Plur,В поезде нет свободных мест.,There are no vacant seats on the train.,_,описание,10,
свободный,924,free,A,A1,"MiP, LM, МН",2,свободный,Nom.Masc.Sing,В московском метро есть свободный доступ в интернет.,There is free WiFi in the Moscow Metro.,_,описание,10,
свободный,925,free,A,A1,"MiP, LM, МН",3,свободное,Inan.Acc.Neut.Sing,Что ты делаешь в свободное время?,What do you do in your spare time?,_,описание,10,
помнить,926,remember,V,A1,МН,1,помню,Imperf.Sing.1,"Я не помню, что было вчера.",I don't remember what happened yesterday.,_,внутренний мир,23,
помнить,927,remember,V,A1,МН,2,помните,Imperf.Plur.2,"Помните, как мы ездили в Берлин прошлым летом?",Remember our trip to Berlin last summer?,_,внутренний мир,23,
помнить,928,remember,V,A1,МН,3,помнить,Imperf.Inf,Невозможно всё помнить.,It's impossible to remember everything.,_,внутренний мир,23,
этаж,929,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,этажа,Gen.Sing,В моём загородном доме три этажа.,There are three floors in my summerhouse.,_,жильё,32,
этаж,930,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,этаже,Loc.Sing,Я живу на десятом этаже.,I live on the 10th floor.,_,жильё,32,
этаж,931,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,этаж,Acc.Sing,Мне тяжело подниматься пешком на девятый этаж.,It's hard for me to walk up to the 9th floor.,_,жильё,32,
исторический,932,historical,A,A1,"Golosa, MiP, МН",1,исторических,Gen.Plur,Александр – доктор исторических наук и профессор.,"Alexandr has a PhD in History, and he is a professor.",_,описание,21,
исторический,933,historical,A,A1,"Golosa, MiP, МН",2,историческая,Nom.Fem.Sing,Историческая наука появилась в Древней Греции.,The study of history dates back to ancient Greece.,_,описание,21,
исторический,934,historical,A,A1,"Golosa, MiP, МН",3,исторический,Inan.Acc.Masc.Sing,В выходные мы поедем на исторический фестиваль.,We will go to a historical festival this weekend.,_,описание,21,
февраль,935,February,N.Masc.Inan,A1,"MiP, LM, МН",1,февраля,Gen.Sing,У моей мамы день рождения двенадцатого февраля.,My mom has her birthday on the 12th of February.,_,время,30,
февраль,936,February,N.Masc.Inan,A1,"MiP, LM, МН",2,феврале,Loc.Sing,В феврале я уезжаю в Германию.,I'll go to Germany in February.,_,время,30,
городской,937,city,A,A1,"MiP, LM, МН",1,городских,Gen.Plur,Больницу построили по решению городских властей.,The hospital was built after a decision by the municipal authorities.,_,"описание, жильё",19,
городской,938,city,A,A1,"MiP, LM, МН",2,городские,Nom.Plur,Городские жители вышли на митинг.,The city residents went to a rally.,_,"описание, жильё",19,
городской,939,city,A,A1,"MiP, LM, МН",3,городской,Loc.Fem.Sing,Концерт пройдёт на городской площади.,The concert will take place at the town square.,_,"описание, жильё",19,
будущий,940,future,A,A1,"Golosa, MiP, МН",1,будущих,Gen.Plur,Это очень важно для будущих поколений.,It's very important for future generations.,_,"время, описание",30,
будущий,941,future,A,A1,"Golosa, MiP, МН",2,будущий,Nom.Masc.Sing,Лёша – будущий инженер.,Lyosha is a future engineer.,_,"время, описание",30,
будущий,942,future,A,A1,"Golosa, MiP, МН",3,будущей,Gen.Fem.Sing,Тема будущей конференции — «Вопросы психологии».,"The theme of the future conference is ""Questions of psychology"".",_,"время, описание",30,